video_id,start,end,bbox,fps,width,height,partition
LnJwH_PZXnM,2810,3093,1046-117-1523-594,25.0,1920,1080,train
2Brajdazp1o,7144,7315,774-67-1157-449,30.0,1280,720,train
iMFJef3xnmg,20827,21010,873-182-1312-623,30.0,1920,1080,train
08z_xW-szwM,17122,17346,678-268-1048-637,30.0,1920,1080,train
51k3UASQE5E,3674,3924,508-198-927-617,24.0,1920,1080,train
cK74vhqzeeQ,9975,10552,505-66-819-380,25.0,1280,720,test
yLfCCcVDUiU,20490,21145,542-222-961-641,24.0,1920,1080,train
1fZ915L1w7I,15932,16082,814-197-1189-572,30.0,1920,1080,train
2VBkDNzeRZM,6219,6398,374-96-875-597,24.0,1920,1080,train
bmFhWr693is,15384,15525,560-29-915-383,30.0,1280,720,train
7Q59suYxIec,8447,8582,426-62-915-551,24.0,1920,1080,train
95ovIJ3dsNk,7201,7342,620-64-937-380,30.0,1280,720,train
TLZ6W-Nqv1I,6835,7160,985-111-1437-563,25.0,1920,1080,train
N39x_WTPix0,2492,2744,569-52-930-414,25.0,1280,720,train
hokUdXYRe2Q,3998,4140,818-190-1196-567,30.0,1920,1080,train
13zN4-MVM9g,2519,2792,684-73-1199-588,24.0,1920,1080,train
pxEcvU0Vp_M,10551,10814,775-181-1149-556,30.0,1920,1080,train
4CGFPbFqdJ4,2591,2874,798-86-1297-585,24.0,1920,1080,train
I3BJVaioX_k,11990,12280,589-75-1126-612,25.0,1920,1080,train
y7l5QHRY_AI,17430,17757,455-108-760-412,24.0,1280,720,train
4sZdcB6bjI8,11303,11868,469-53-813-397,30.0,1280,720,train
i2l9v_seHCc,16548,16750,1210-131-1686-607,24.0,1920,1080,train
jr5mTwfFh00,10253,10484,794-159-1175-540,24.0,1920,1080,test
IFpK-MqBD5E,2840,3042,773-86-1272-584,24.0,1920,1080,train
kvdHqS3ryw0,4300,4491,1056-124-1521-590,24.0,1920,1080,train
_7t6Ry4PlTo,5499,5660,1118-107-1611-601,25.0,1920,1080,train
BvpmZktlBFs,4092,4626,429-69-755-396,24.0,1280,720,train
X4LOF6ftJVU,2677,2818,657-76-995-413,25.0,1280,720,train
GSf6nij-SdA,21618,21845,585-31-972-419,24.0,1280,720,train
RKK7wGAYP6k,844,1153,300-36-873-609,24.0,1920,1080,train
YUUP2MMz7PU,428,668,749-188-1156-596,24.0,1920,1080,train
pxEcvU0Vp_M,380,597,779-194-1146-560,30.0,1920,1080,train
iMFJef3xnmg,7612,8487,751-169-1199-617,30.0,1920,1080,train
LnJwH_PZXnM,15334,15524,1248-208-1599-559,25.0,1920,1080,train
YUUP2MMz7PU,16346,16525,656-182-1066-592,24.0,1920,1080,train
8DDgHq9ewOo,19934,20070,1118-73-1522-476,24.0,1920,1080,train
tFfYh9THuGo,9218,9347,319-132-745-558,24.0,1920,1080,train
5bXiuSrZUKg,18736,18956,262-57-621-416,30.0,1280,720,train
RjquHTj4HlY,4870,5059,979-188-1407-615,24.0,1920,1080,train
Cr1usGUSuL4,6000,6275,560-106-884-430,24.0,1280,720,train
jAw8t2g-eVU,18576,18724,664-111-1150-597,30.0,1920,1080,train
27lMmdmy-b8,7200,7379,442-41-797-396,30.0,1280,720,train
fO2htapfNhA,15936,16225,597-44-1119-566,24.0,1920,1080,train
TLZ6W-Nqv1I,5566,5769,1012-81-1464-532,25.0,1920,1080,train
tFfYh9THuGo,13258,13549,288-118-756-585,24.0,1920,1080,train
r-YXvkWLy-g,4954,5188,313-112-801-601,24.0,1920,1080,train
bWA1gvA5lxU,1987,2148,1132-106-1597-572,25.0,1920,1080,train
I3BJVaioX_k,13242,13410,482-66-1010-594,25.0,1920,1080,train
bVV2Zk88beY,7739,7930,711-60-1040-390,30.0,1280,720,train
iMFJef3xnmg,21965,22115,869-192-1294-618,30.0,1920,1080,train
2VBkDNzeRZM,4945,5084,361-96-854-589,24.0,1920,1080,train
yNhu0MG_2MA,8510,8927,577-70-1044-537,24.0,1920,1080,train
0B543Zkqq88,7069,7266,627-112-1112-597,25.0,1920,1080,train
3m6dV7Xo3Vc,12399,12540,624-103-977-456,25.0,1280,720,train
cgxZ4H3gJ8c,14464,14663,434-78-777-422,24.0,1280,720,train
iMFJef3xnmg,26983,27489,887-175-1347-635,30.0,1920,1080,train
iB4MS1hsWXU,17750,17883,863-84-1483-704,24.0,1920,1080,test
8Dv2Hdf5TRg,16390,16598,766-84-1102-421,24.0,1280,720,test
pyFcr2WcOyo,11319,11738,1125-253-1490-618,24.0,1920,1080,train
PJLT0cAPNfs,6043,6190,1112-169-1557-613,24.0,1920,1080,train
7Q59suYxIec,17016,17158,412-95-838-520,24.0,1920,1080,train
501FEzbB1JI,5149,5292,362-89-693-420,30.0,1280,720,train
kSR8G8mfp84,10772,10963,364-46-694-375,24.0,1280,720,train
kmbui1xF8DE,10578,10815,642-100-1222-680,25.0,1920,1080,train
P2y3Uspr8Bg,16926,17170,406-148-725-467,25.0,1280,720,train
ClfBxWPkBKU,21932,22183,209-25-604-421,30.0,1280,720,train
oGlsUYGMYks,10837,10984,392-71-754-432,24.0,1280,720,train
WvvuLDX7iIk,9306,9548,744-70-1059-385,24.0,1280,720,train
th3nnEpITz0,29041,29184,453-18-833-398,30.0,1280,720,train
cUee1I69nFs,5041,5190,614-76-1199-660,25.0,1920,1080,train
zamvnyBB-SU,14946,15131,1031-9-1625-603,24.0,1920,1080,train
VJoQj00RZHg,7121,7525,442-84-765-408,25.0,1280,720,train
0R9zjn9BBvA,6509,6658,704-27-1290-613,24.0,1920,1080,test
jAw8t2g-eVU,18831,19041,651-110-1127-588,30.0,1920,1080,train
PVXQUItNEDQ,3674,3802,652-76-980-404,24.0,1280,720,train
i_wtaoHCw3k,12816,12973,312-88-739-516,25.0,1920,1080,train
1g-1_Y3fvUg,3170,3335,943-93-1434-583,24.0,1920,1080,train
iMFJef3xnmg,26532,26949,849-159-1334-644,30.0,1920,1080,train
xHHb7R3kx40,969,1121,814-124-1289-599,24.0,1920,1080,train
7Q59suYxIec,9206,9444,244-56-746-558,24.0,1920,1080,train
_QdPW8JrYzQ,11052,11327,581-37-960-415,25.0,1280,720,train
kvdHqS3ryw0,11661,11793,1259-173-1690-604,24.0,1920,1080,train
4zLmWpMDY8Q,10907,11037,258-237-618-597,24.0,1920,1080,train
kmbui1xF8DE,6761,7046,714-110-1282-678,25.0,1920,1080,train
pvBlSFVmoaw,12585,12769,198-5-638-445,24.0,1280,720,train
P2AUat93a8Q,25250,25395,688-45-1033-390,24.0,1280,720,train
L7X17aash2s,28681,28849,964-125-1444-604,30.0,1920,1080,train
4E_1AB1rsSw,17114,17337,1233-125-1685-578,24.0,1920,1080,test
r-YXvkWLy-g,6390,6643,383-96-907-620,24.0,1920,1080,train
5zWmdHmJMd0,2763,3015,317-52-909-643,24.0,1920,1080,train
Juc_yvEkJuc,21449,21591,1103-107-1586-589,25.0,1920,1080,train
Kc6hkHGHQQc,3747,3979,997-79-1522-603,24.0,1920,1080,test
EEjyPqyFe_s,9495,9651,637-62-976-401,24.0,1280,720,train
g3vSYbT1Aco,10129,10378,415-82-977-645,24.0,1920,1080,train
YUUP2MMz7PU,18136,18265,849-144-1311-605,24.0,1920,1080,train
PrUA8L40Dic,9881,10105,990-67-1513-590,24.0,1920,1080,train
uTL9tm7S1Io,5554,5865,787-62-1099-375,24.0,1280,720,train
RjquHTj4HlY,2751,2889,1053-187-1485-620,24.0,1920,1080,train
VJoQj00RZHg,12156,12618,403-57-803-457,25.0,1280,720,train
EYgoqiX15Rw,5582,5755,487-56-852-421,24.0,1280,720,train
FqrLUtIFVjs,13477,13779,512-53-860-401,24.0,1280,720,train
TLZ6W-Nqv1I,16103,16307,1016-122-1485-592,25.0,1920,1080,train
51k3UASQE5E,12876,13019,542-224-934-617,24.0,1920,1080,train
g9M3HIjHuq0,8648,8787,621-74-956-409,24.0,1280,720,train
U51MSK6nSQE,13856,14386,1189-99-1674-584,24.0,1920,1080,train
pyFcr2WcOyo,810,1028,1131-240-1511-620,24.0,1920,1080,train
FDhlOovaGrI,18214,18355,607-84-936-412,24.0,1280,720,test
LnJwH_PZXnM,2025,2181,686-49-1269-632,25.0,1920,1080,train
05jJodDVJRQ,10853,11164,548-95-888-435,25.0,1280,720,train
iFTWM7HV2UI,14838,15190,718-128-1195-605,24.0,1920,1080,train
iMFJef3xnmg,9517,10451,746-163-1184-601,30.0,1920,1080,train
IFpK-MqBD5E,4154,4288,679-78-1164-563,24.0,1920,1080,train
a4ZBzM3L6ws,476,612,598-88-1097-588,25.0,1920,1080,train
UxLRv0FEndM,9616,9749,214-64-521-371,24.0,1280,720,train
0JGarsZE1rk,2661,2830,283-26-841-584,24.0,1920,1080,train
Juc_yvEkJuc,13966,14183,1011-74-1574-637,25.0,1920,1080,train
501FEzbB1JI,2984,3112,315-89-646-421,30.0,1280,720,train
I6xuJu7gLe0,5026,5256,232-137-714-619,24.0,1920,1080,train
zMWYQRKuc5M,8415,8575,769-55-1108-394,24.0,1280,720,train
1fZ915L1w7I,14972,15187,911-205-1273-567,30.0,1920,1080,train
pxEcvU0Vp_M,23789,23987,792-168-1183-559,30.0,1920,1080,train
QeIrdqU0o9s,2971,3131,437-87-741-392,24.0,1280,720,train
EEjyPqyFe_s,5171,5448,654-92-966-405,24.0,1280,720,train
U4gR_cd6xOc,2252,2646,355-46-859-551,24.0,1920,1080,train
VJoQj00RZHg,1399,1866,520-94-843-418,25.0,1280,720,train
L7X17aash2s,5125,5264,952-179-1379-606,30.0,1920,1080,train
WyprXhvGVYk,2769,3024,778-63-1335-619,24.0,1920,1080,train
UxLRv0FEndM,16665,16835,248-44-555-351,24.0,1280,720,train
BzeTjn0R2VY,15154,15400,308-23-850-565,24.0,1920,1080,train
g3vSYbT1Aco,14136,14290,659-136-1122-598,24.0,1920,1080,train
ClfBxWPkBKU,17057,17291,184-40-535-390,30.0,1280,720,train
pxEcvU0Vp_M,28065,28266,846-204-1159-516,30.0,1920,1080,train
U51MSK6nSQE,11961,12092,1203-112-1656-566,24.0,1920,1080,train
-eBUcBfkVCo,24722,25085,524-151-838-466,30.0,1280,720,train
yfLp_vueUxY,10178,10340,1109-172-1538-602,30.0,1920,1080,test
yNhu0MG_2MA,13194,13536,664-79-1128-543,24.0,1920,1080,train
jzrcRcEBrmA,1632,1787,1039-110-1525-597,24.0,1920,1080,train
kefDIEb3xyQ,1259,1454,422-152-803-534,25.0,1920,1080,train
ER15KmrB8h8,5743,5901,652-50-1214-612,24.0,1920,1080,train
Y0UB6g8Rsyw,1670,1817,756-183-1165-592,30.0,1920,1080,train
lV3trdyDdHE,10959,11133,596-72-948-424,25.0,1280,720,train
xHHb7R3kx40,7264,7526,805-86-1285-566,24.0,1920,1080,train
_X0mgOOSpLU,11369,11500,549-42-889-383,25.0,1280,720,train
YUUP2MMz7PU,12077,12389,759-180-1176-599,24.0,1920,1080,train
kyaiTGmwxnU,6134,6434,500-56-861-416,24.0,1280,720,train
VJoQj00RZHg,6752,6893,425-83-755-413,25.0,1280,720,train
uTL9tm7S1Io,10977,11164,762-56-1080-375,24.0,1280,720,train
r-YXvkWLy-g,4539,4682,366-114-849-596,24.0,1920,1080,train
onaiTOLPeUs,3828,3994,688-84-1211-606,24.0,1920,1080,train
3VTsIju1dLI,8604,8763,930-62-1502-634,24.0,1920,1080,train
oEIYHTlbeLA,12224,12423,479-84-813-417,24.0,1280,720,train
DGvPfD1Dd1U,22744,22939,1137-107-1616-587,25.0,1920,1080,train
k0GQSJrpVhM,15322,15698,1152-149-1616-613,24.0,1920,1080,train
kmbui1xF8DE,958,1166,764-93-1291-619,25.0,1920,1080,train
0g0S34XE2b8,3206,3349,1143-111-1677-644,24.0,1920,1080,train
y5nbWUOc9tY,6834,6997,608-71-948-411,24.0,1280,720,train
0B543Zkqq88,2512,2704,794-123-1293-623,25.0,1920,1080,train
rftagV38YKY,11003,11161,218-57-554-394,24.0,1280,720,train
idfv7Lw4Y_s,13252,13555,666-97-1173-604,25.0,1920,1080,train
QeIrdqU0o9s,15207,15370,447-76-781-410,24.0,1280,720,train
Juc_yvEkJuc,11957,12185,1119-98-1647-626,25.0,1920,1080,train
dDClQv1SeeE,5379,5512,1139-110-1674-646,24.0,1920,1080,train
XPDHY-jOQYA,7613,7835,1183-123-1629-571,25.0,1920,1080,train
